x	y
#!{Type}E	E
30	2.36845588684082
29.9899997711182	2.36846613883972
29.9799995422363	2.36847639083862
29.9699993133545	2.36848664283752
29.9599990844727	2.36849689483643
29.9500007629395	2.36850738525391
29.9400005340576	2.36851763725281
29.9300003051758	2.36852788925171
29.9200000762939	2.36853814125061
29.9099998474121	2.36854863166809
29.8999996185303	2.36855888366699
29.8899993896484	2.36856937408447
29.8799991607666	2.36857962608337
29.8700008392334	2.36859011650085
29.8600006103516	2.36860036849976
29.8500003814697	2.36861085891724
29.8400001525879	2.36862111091614
29.8299999237061	2.36863160133362
29.8199996948242	2.36864185333252
29.8099994659424	2.36865234375
29.7999992370605	2.36866283416748
29.7900009155273	2.36867308616638
29.7800006866455	2.36868357658386
29.7700004577637	2.36869406700134
29.7600002288818	2.36870455741882
29.75	2.3687150478363
29.7399997711182	2.36872529983521
29.7299995422363	2.36873579025269
29.7199993133545	2.36874628067017
29.7099990844727	2.36875677108765
29.7000007629395	2.36876726150513
29.6900005340576	2.36877775192261
29.6800003051758	2.36878824234009
29.6700000762939	2.36879873275757
29.6599998474121	2.36880922317505
29.6499996185303	2.36881995201111
29.6399993896484	2.36883044242859
29.6299991607666	2.36884093284607
29.6200008392334	2.36885142326355
29.6100006103516	2.36886191368103
29.6000003814697	2.36887264251709
29.5900001525879	2.36888313293457
29.5799999237061	2.36889362335205
29.5699996948242	2.36890435218811
29.5599994659424	2.36891484260559
29.5499992370605	2.36892533302307
29.5400009155273	2.36893606185913
29.5300006866455	2.36894655227661
29.5200004577637	2.36895728111267
29.5100002288818	2.36896800994873
29.5	2.36897850036621
29.4899997711182	2.36898922920227
29.4799995422363	2.36899971961975
29.4699993133545	2.36901044845581
29.4599990844727	2.36902117729187
29.4500007629395	2.36903166770935
29.4400005340576	2.36904239654541
29.4300003051758	2.36905312538147
29.4200000762939	2.36906385421753
29.4099998474121	2.36907458305359
29.3999996185303	2.36908531188965
29.3899993896484	2.36909604072571
29.3799991607666	2.36910676956177
29.3700008392334	2.36911725997925
29.3600006103516	2.36912822723389
29.3500003814697	2.36913895606995
29.3400001525879	2.36914968490601
29.3299999237061	2.36916041374207
29.3199996948242	2.36917114257813
29.3099994659424	2.36918187141418
29.2999992370605	2.36919260025024
29.2900009155273	2.3692033290863
29.2800006866455	2.36921429634094
29.2700004577637	2.369225025177
29.2600002288818	2.36923575401306
29.25	2.3692467212677
29.2399997711182	2.36925745010376
29.2299995422363	2.3692684173584
29.2199993133545	2.36927914619446
29.2099990844727	2.36928987503052
29.2000007629395	2.36930084228516
29.1900005340576	2.36931180953979
29.1800003051758	2.36932253837585
29.1700000762939	2.36933350563049
29.1599998474121	2.36934423446655
29.1499996185303	2.36935520172119
29.1399993896484	2.36936616897583
29.1299991607666	2.36937689781189
29.1200008392334	2.36938786506653
29.1100006103516	2.36939883232117
29.1000003814697	2.36940979957581
29.0900001525879	2.36942076683044
29.0799999237061	2.36943173408508
29.0699996948242	2.36944270133972
29.0599994659424	2.36945366859436
29.0499992370605	2.369464635849
29.0400009155273	2.36947560310364
29.0300006866455	2.36948657035828
29.0200004577637	2.36949753761292
29.0100002288818	2.36950850486755
29	2.36951947212219
28.9899997711182	2.36953043937683
28.9799995422363	2.36954140663147
28.9699993133545	2.36955261230469
28.9599990844727	2.36956357955933
28.9500007629395	2.36957454681396
28.9400005340576	2.36958575248718
28.9300003051758	2.36959671974182
28.9200000762939	2.36960768699646
28.9099998474121	2.36961889266968
28.8999996185303	2.36962985992432
28.8899993896484	2.36964106559753
28.8799991607666	2.36965203285217
28.8700008392334	2.36966323852539
28.8600006103516	2.36967420578003
28.8500003814697	2.36968541145325
28.8400001525879	2.36969661712646
28.8299999237061	2.3697075843811
28.8199996948242	2.36971879005432
28.8099994659424	2.36972999572754
28.7999992370605	2.36974120140076
28.7900009155273	2.36975240707397
28.7800006866455	2.36976337432861
28.7700004577637	2.36977458000183
28.7600002288818	2.36978578567505
28.75	2.36979699134827
28.7399997711182	2.36980819702148
28.7299995422363	2.3698194026947
28.7199993133545	2.36983060836792
28.7099990844727	2.36984181404114
28.7000007629395	2.36985325813293
28.6900005340576	2.36986446380615
28.6800003051758	2.36987566947937
28.6700000762939	2.36988687515259
28.6599998474121	2.36989808082581
28.6499996185303	2.3699095249176
28.6399993896484	2.36992073059082
28.6299991607666	2.36993193626404
28.6200008392334	2.36994338035583
28.6100006103516	2.36995458602905
28.6000003814697	2.36996603012085
28.5900001525879	2.36997723579407
28.5799999237061	2.36998867988586
28.5699996948242	2.36999988555908
28.5599994659424	2.37001132965088
28.5499992370605	2.37002277374268
28.5400009155273	2.37003397941589
28.5300006866455	2.37004542350769
28.5200004577637	2.37005686759949
28.5100002288818	2.37006807327271
28.5	2.3700795173645
28.4899997711182	2.3700909614563
28.4799995422363	2.3701024055481
28.4699993133545	2.37011384963989
28.4599990844727	2.37012529373169
28.4500007629395	2.37013673782349
28.4400005340576	2.37014818191528
28.4300003051758	2.37015962600708
28.4200000762939	2.37017107009888
28.4099998474121	2.37018251419067
28.3999996185303	2.37019395828247
28.3899993896484	2.37020540237427
28.3799991607666	2.37021708488464
28.3700008392334	2.37022852897644
28.3600006103516	2.37023997306824
28.3500003814697	2.37025141716003
28.3400001525879	2.37026309967041
28.3299999237061	2.37027454376221
28.3199996948242	2.37028622627258
28.3099994659424	2.37029767036438
